,loss
0,0.02952199600271934
1,0.05299813110565538
2,0.03763147561124629
3,0.030198416375209296
4,0.0479075878700557
5,0.02573046879091253
6,0.03262373286846216
7,0.03783185669588707
8,0.03201064742161599
9,0.03994496136666181
10,0.04381767761521406
11,0.031000381980850172
12,0.03292518111601351
13,0.026974090236310304
14,0.032682610544489565
15,0.05051654971428645
16,0.05471079387780379
17,0.024984048597428622
18,0.03501923367786656
19,0.024968066051780476
20,0.03889909637405755
21,0.04701412118737309
22,0.03649355864094165
23,0.03722686336917854
24,0.036375252956820384
25,0.034174411790679295
26,0.04626514756680835
27,0.03758506286177576
28,0.028639627005274233
29,0.033170712986799286
30,0.03187817597568649
31,0.03160535643111963
32,0.02504430759775871
33,0.0337405943155268
34,0.024830035537844294
35,0.032392459617770736
36,0.044201645995399594
37,0.05081957499622345
38,0.03591259724268707
39,0.050269634980010934
40,0.026744835679312382
41,0.027200778794508967
42,0.059753848581292276
43,0.028276023215568172
44,0.034536895497786296
45,0.02480512152611476
46,0.028268653195539662
47,0.04205854978623111
48,0.040328060360710814
49,0.04744091676060795
50,0.043318423475460326
51,0.027699135647048373
52,0.06015996825781805
53,0.05113858017656746
54,0.04365512150410005
55,0.03518756885476695
56,0.03448536857613433
57,0.0337083292553211
58,0.04360119985157103
59,0.04213010092650093
60,0.052499311626840545
61,0.027733061970403844
62,0.060321355279809134
63,0.04565188998498297
64,0.03931727414334005
65,0.04966070242649686
66,0.0252751667743861
67,0.04341862282078413
68,0.03891155550865838
69,0.03186371533227729
70,0.044334466411683905
71,0.03419329920456002
72,0.03029650404913
73,0.022406531438093454
74,0.03890358473497052
75,0.04533058539782153
76,0.027981265324534543
77,0.03363920209539209
78,0.03686354617802745
79,0.02965370809591107
80,0.03889654868595494
81,0.046198439693023764
82,0.03000475035075564
83,0.032599754446301275
84,0.022673525201405215
85,0.028377621446688817
86,0.03856472058222078
87,0.0308206469411369
88,0.03133929040646825
89,0.02977672098141598
90,0.0394281468211043
91,0.06422471494785582
92,0.05728242603041102
93,0.03922214224982735
94,0.0304362887765429
95,0.0638617800459863
96,0.0348893670415077
97,0.03273862421307975
98,0.032728403137523676
99,0.02537340243060757
100,0.029262502366366308
101,0.04287845950716543
102,0.035345834711070896
103,0.02642312378842061
104,0.04728714289563152
105,0.03186342299961246
106,0.021644280139502634
107,0.03785267609834925
108,0.04620587812246012
109,0.038121515533616875
110,0.030862816876868388
111,0.035685453581679835
112,0.025997594502850163
113,0.03985118055751587
114,0.06312198052016857
115,0.02223421490605504
116,0.04018262073828028
117,0.08002822268573573
118,0.032545429932262074
119,0.02561508495062032
120,0.04529050191794515
121,0.039416366633884925
122,0.03565697927667277
123,0.038052054904061376
124,0.029809298443005994
125,0.021665275479365833
126,0.1268800669454812
127,0.04068811101480902
128,0.04407892379706276
129,0.03299877916362062
130,0.028068172454365728
131,0.05065498093389154
132,0.028424288656853206
133,0.031443048801259255
134,0.04272890414986067
135,0.026837826219879388
136,0.02840286450117961
137,0.04072264489900649
138,0.0335394370520483
139,0.031361778572710775
140,0.04017436001833253
141,0.02921879180452596
142,0.029442288573301202
143,0.03588465364493039
144,0.041841068276429
145,0.05716367764173029
146,0.0412282890596008
147,0.04459362578174595
148,0.05142931516516632
149,0.058271232412029306
150,0.029914164127288246
151,0.030451874330854004
152,0.04250729325857628
153,0.026213130085985047
154,0.041472278425936426
155,0.029235512596497287
156,0.025417104625191735
157,0.04160523640050872
158,0.033190249142947575
159,0.032669328766751785
160,0.03598880766459695
161,0.02889817617770666
162,0.02991625941600331
163,0.026721524085873888
164,0.03551775830068708
165,0.07912744910266041
166,0.034131692443206296
167,0.02868555106006761
168,0.03350296157446332
169,0.03523572058833413
170,0.03959262633624086
171,0.03376460105489283
172,0.051040293407824955
173,0.07377646309480022
174,0.03974728170428515
175,0.03201498138510513
176,0.03546747196997683
177,0.027444468706513646
178,0.026958234453258765
179,0.4523118385498796
180,0.02439311540963537
181,0.04153599841646221
182,0.026041266014970633
183,0.037021862687273095
184,0.033202654082121266
185,0.030326012751681
186,0.03524953714831043
187,0.027394400560382635
188,0.037458567824552674
189,0.03685490034460444
190,0.049673295827186235
191,0.042371940305179955
192,0.029711881108855306
193,0.032639659809368615
194,0.03554323671896992
195,0.056861108279659185
196,0.034946640798366436
197,0.02513633048674587
198,0.042937906949817355
199,0.042297027021236194
200,0.03210678032214051
201,0.031478093638218754
202,0.031018221091037357
203,0.03274435730204098
204,0.029944529891650654
205,0.03045566307192685
206,0.02616637236233216
207,0.06535647642216269
208,0.04282246320843308
209,0.028847361164042698
210,0.02798464604783399
211,0.0424319460792523
212,0.03643965106519322
213,0.02824741483998745
214,0.03088465232384655
215,0.04337031017668926
216,0.037966446500293155
217,0.07141195805697928
218,0.0339228126767657
219,0.03499381561536126
220,0.03430685398595618
221,0.0394361983689087
222,0.030224032118609925
223,0.05070729028970854
224,0.025143579475615702
225,0.04290921112220835
226,0.025038438363216866
227,0.04939937345708017
228,0.04879852908988667
229,0.03333526850043344
230,0.03175771780555534
231,0.03271223122783867
232,0.06384330871780426
233,0.028337754490795015
234,0.032747336530203626
235,0.052780864694325864
236,0.04748142484783571
237,0.03784527609956109
238,0.027640012764136117
239,0.04187521141076758
240,0.046662463061068526
241,0.03688595379805519
242,0.03650850340001151
243,0.04883078404475446
244,0.047784882962408834
245,0.03374761984257604
246,0.0664904778080934
247,0.03668909229216583
248,0.03788880918768064
249,0.03157543093417764
250,0.03136471526906355
251,0.02532249467123329
252,0.03714096267808976
253,0.030285677669241912
254,0.02663029284048228
255,0.025257481483108662
256,0.043857291325246225
257,0.061490757658235126
258,0.027318788216704738
259,0.0522615452097099
260,0.03728145328308963
261,0.03368723254047107
262,0.030874829827075137
263,0.023540415118370378
264,0.04187634763881842
265,0.040170450472584766
266,0.03551899910493181
267,0.03332586799273251
268,0.027347228562299066
269,0.02912309632708552
270,0.02767402202897915
271,0.03537353570585555
272,0.04606122982984701
273,0.029621967263857425
274,0.036650591499571616
275,0.036777221321743145
276,0.02576255039708027
277,0.029008650358505753
278,0.03241706614211681
279,0.041018649920684436
280,0.04226119816879667
281,0.04138728861573548
282,0.03890276781054586
283,0.03422405987541295
284,0.027268878545236602
285,0.046703833364867525
286,0.0431245385636591
287,0.025093015358899445
288,0.033369456690094106
289,0.02974802012980083
290,0.03454037879331644
291,0.027527191397481547
292,0.030343683134617296
293,0.036676622734940836
294,0.02529014970802357
295,0.027354391018328716
296,0.03048476622002317
297,0.029539531537535864
298,0.04870525407502622
299,0.03381463086862906
300,0.0361727422676054
301,0.03580363759639634
302,0.042067513135212405
303,0.06567797812762202
304,0.034361851712910535
305,0.028059431577528656
306,0.022908682348799565
307,0.032984924579593546
308,0.024512649486654922
309,0.04244224123519574
310,0.06696060436833752
311,0.05266008359898136
312,0.04273887899710379
313,0.055545078723588104
314,0.03367772379188162
315,0.030942142278448832
316,0.05396642218666142
317,0.03711622117704226
318,0.02768275066053651
319,0.043363895897676946
320,0.03365962569059876
321,0.04572065518208275
322,0.027161853961373772
323,0.03658535640672059
324,0.0326749107670748
325,0.031474105845369374
326,0.028678142160375297
327,0.024960437020424702
328,0.02935770242618943
329,0.030065363851885265
