,loss
0,0.027063346331633216
1,0.05990280163420339
2,0.03343839756890217
3,0.02724174589778527
4,0.05789333884679537
5,0.021796839810230027
6,0.04198402753891161
7,0.04713429302100763
8,0.04611380849098214
9,0.037815526294460285
10,0.048404561089529605
11,0.029756781813860017
12,0.04017510371296668
13,0.026718190081894567
14,0.03648810473186788
15,0.06117250519773698
16,0.04230902937747382
17,0.04393997368866582
18,0.03668887007521459
19,0.027295979820470787
20,0.043389466985055136
21,0.04610827816351847
22,0.034362452186399446
23,0.0459218766863217
24,0.03590167328793485
25,0.03552744738405137
26,0.0467301773449499
27,0.034027776112679556
28,0.030074237958042812
29,0.0301694634502892
30,0.03265419410865774
31,0.03136108505484974
32,0.022354011793945167
33,0.03350734732540525
34,0.030964533031233626
35,0.04117736043557773
36,0.05154760474539647
37,0.04955198127227761
38,0.028480595891695056
39,0.051124314305414476
40,0.01991975302286326
41,0.02467721514570602
42,0.04915112745241845
43,0.026214238442908017
44,0.038475177929206454
45,0.025273373314654006
46,0.034537005660917414
47,0.05040188331177361
48,0.043055665754107894
49,0.05058101137204616
50,0.036195222592671036
51,0.031334900275152275
52,0.05958914074324236
53,0.04770894340377384
54,0.0502666986177062
55,0.05169219013519495
56,0.032398225929556664
57,0.029409146050615734
58,0.034610544932756525
59,0.04667909194994071
60,0.06044445044989531
61,0.030847334964910003
62,0.059995860337237014
63,0.042356122253024854
64,0.033304747180168674
65,0.04853966094820256
66,0.024715047319909287
67,0.05058806437254998
68,0.03865298440933162
69,0.031002959743927173
70,0.039482108419120886
71,0.035319863414026736
72,0.03506296131590534
73,0.02450189367996557
74,0.04405192649839959
75,0.03901470869570577
76,0.026705557290808493
77,0.039221142636440554
78,0.03366099750479245
79,0.03614626236568765
80,0.04152716685701999
81,0.037636449879152024
82,0.02441256097913461
83,0.02552636195988491
84,0.024158886987811184
85,0.023266995091250596
86,0.030797578977501336
87,0.03038582736333401
88,0.029380254204512814
89,0.036592892377311295
90,0.04968478335403139
91,0.08222987809164878
92,0.05475129261645867
93,0.03176873348531862
94,0.032054703650068024
95,0.037523141762222496
96,0.02848517743873971
97,0.035403408753408326
98,0.02975008226665272
99,0.02368209305936355
100,0.027899314959713435
101,0.03780779274771536
102,0.036106529712061596
103,0.024015586648917554
104,0.039852491413513935
105,0.02416007773949679
106,0.021861418358909195
107,0.04362090424571367
108,0.04182115433972598
109,0.04939911307599022
110,0.0287229304349347
111,0.04143678630392847
112,0.025425416504698307
113,0.04987618333119362
114,0.07312497902174653
115,0.02277019321618037
116,0.03946744990455149
117,0.0815142626237484
118,0.042259821156751545
119,0.02944347100945878
120,0.04375537804191467
121,0.033273508625224234
122,0.03521773662150813
123,0.039166484433768724
124,0.03260903672982218
125,0.023329956079833004
126,0.033997805530923936
127,0.03383886085289681
128,0.04115400205590774
129,0.027996745383257256
130,0.024356523645211462
131,0.0405570722976454
132,0.026726476647001462
133,0.041920740516537755
134,0.05269652222612303
135,0.024316243191320072
136,0.023773481000702784
137,0.0350776056062853
138,0.030335925326873243
139,0.035338931271597124
140,0.030851183713977156
141,0.03548148517043658
142,0.029015997466689477
143,0.02458580155398231
144,0.03975532125005051
145,0.05758544777659112
146,0.0358947202575915
147,0.04028674699568068
148,0.04220686114919747
149,0.048999289702173154
150,0.024329928063079504
151,0.04066032934360663
152,0.0379860296075382
153,0.02522021943836366
154,0.033423559453843066
155,0.028883841455276695
156,0.028838983267898993
157,0.03722862711257432
158,0.03512721955582859
159,0.023503884538757364
160,0.03499252603278205
161,0.03165495536214801
162,0.036278210880680124
163,0.027527316990394627
164,0.03275733502170108
165,0.058149381232693705
166,0.036579305695374945
167,0.025397592884948604
168,0.02660330256135217
169,0.03016909387221156
170,0.04197716462936626
171,0.028730144954717957
172,0.056884893073019215
173,0.07559844039214815
174,0.037801361861802635
175,0.027542405347154228
176,0.032775402829049026
177,0.023868717309294345
178,0.026746991155000212
179,0.26925182398663405
180,0.03021917117802396
181,0.03576480137798448
182,0.028940813719860667
183,0.029245968169047346
184,0.027049796119965348
185,0.02835220976896902
186,0.036276546949205644
187,0.03366468715005293
188,0.03694247180327352
189,0.03239028954856926
190,0.03917487994210647
191,0.04441664754701188
192,0.030742568693019806
193,0.03520575899007132
194,0.04358067142565766
195,0.041478787739599364
196,0.034769017872520167
197,0.022949623209089144
198,0.04192794882924051
199,0.04544176450078613
200,0.027788040582577334
201,0.023179703297413284
202,0.03285406353975029
203,0.02522796759879822
204,0.03228222357535532
205,0.030759024925489358
206,0.028130165758205244
207,0.0668049262772388
208,0.036547379625082144
209,0.025002816558053097
210,0.03431678534887817
211,0.03419456307552155
212,0.030090495755282762
213,0.03055158473786185
214,0.021511064633883213
215,0.03993360888617053
216,0.04125330932819675
217,0.05634571517557513
218,0.031891664325637954
219,0.036654222869813395
220,0.03570038962821535
221,0.03498536133929786
222,0.03428558519590799
223,0.04912699282775459
224,0.039887358189340825
225,0.03785018953003097
226,0.029363625820981256
227,0.04237591784627495
228,0.04997293549407026
229,0.033098968956722215
230,0.02887632028338933
231,0.030685200158368776
232,0.061354004157407556
233,0.02666968490690709
234,0.03593099301248062
235,0.04259739440353619
236,0.04128611756264685
237,0.04233154932373474
238,0.025102896376605642
239,0.039250328856457364
240,0.05249665105597544
241,0.035727564999126
